customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_month_in_2011
DE21533,California,0,Basic,Bachelor,2011-02-02,Employed,M,Suburban,Divorced,Personal,2,1,Call Center,Four-Door Car,Midsize,2
YS94121,Nevada,0,Basic,High School or Below,2011-02-27,Employed,M,Suburban,Divorced,Personal,1,1,Call Center,Four-Door Car,Small,2
UK68427,Washington,1,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Personal,3,2,Branch,Two-Door Car,Small,1
TE49565,Oregon,0,Basic,College,2011-01-17,Disabled,F,Suburban,Married,Personal,3,2,Call Center,SUV,Small,1
RA88421,Oregon,0,Extended,College,2011-01-17,Employed,F,Suburban,Married,Personal,3,3,Branch,Four-Door Car,Midsize,1
KQ51983,Nevada,0,Basic,College,2011-02-24,Unemployed,M,Suburban,Single,Personal,1,1,Branch,Two-Door Car,Midsize,2
CD88896,Nevada,1,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate,3,2,Agent,Four-Door Car,Midsize,2
YV22553,Arizona,0,Basic,High School or Below,2011-02-20,Employed,M,Urban,Married,Corporate,3,1,Agent,SUV,Small,2
WU14435,California,0,Basic,Bachelor,2011-02-19,Disabled,M,Suburban,Married,Corporate,1,1,Agent,Four-Door Car,Small,2
XV84099,Arizona,1,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Corporate,1,1,Call Center,Four-Door Car,Midsize,2
RI24911,Arizona,1,Basic,College,2011-02-06,Employed,M,Urban,Single,Personal,3,2,Agent,Two-Door Car,Midsize,2
HI14283,Oregon,0,Premium,Bachelor,2011-02-01,Unemployed,F,Suburban,Married,Personal,3,1,Web,SUV,Small,2
PT50227,Arizona,0,Basic,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal,3,3,Call Center,Two-Door Car,Midsize,2
BH36570,California,0,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Personal,3,1,Branch,Two-Door Car,Small,1
TX17484,California,0,Basic,Bachelor,2011-02-10,Employed,F,Rural,Married,Personal,2,1,Web,Four-Door Car,Large,2
CT41158,Washington,0,Extended,College,2011-02-25,Employed,M,Urban,Divorced,Corporate,1,2,Branch,SUV,Large,2
AO87348,Washington,0,Basic,College,2011-02-16,Unemployed,M,Suburban,Single,Personal,3,2,Agent,Four-Door Car,Small,2
DE55857,Washington,0,Basic,Bachelor,2011-01-30,Employed,F,Suburban,Single,Personal,3,2,Agent,Four-Door Car,Small,1
LF66923,Nevada,0,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Corporate,3,2,Agent,Two-Door Car,Small,2
CN24514,Arizona,0,Basic,College,2011-01-14,Employed,F,Rural,Married,Personal,1,3,Agent,Four-Door Car,Large,1
UW32074,Oregon,0,Basic,College,2011-02-14,Unemployed,F,Suburban,Divorced,Corporate,3,1,Branch,Four-Door Car,Small,2
HP36979,California,0,Extended,College,2011-02-03,Employed,M,Suburban,Married,Personal,2,2,Web,Two-Door Car,Large,2
PP40919,California,0,Extended,College,2011-01-31,Unemployed,F,Suburban,Single,Personal,1,1,Agent,Two-Door Car,Midsize,1
RO73268,California,0,Extended,Bachelor,2011-02-15,Disabled,M,Suburban,Divorced,Corporate,2,3,Agent,Two-Door Car,Midsize,2
HO61691,Arizona,0,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Divorced,Personal,1,4,Agent,Four-Door Car,Midsize,2
FO35655,Oregon,0,Extended,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Corporate,3,1,Branch,Luxury SUV,Midsize,1
HR10526,California,0,Basic,Master,2011-01-25,Employed,M,Suburban,Married,Personal,2,1,Call Center,Four-Door Car,Midsize,1
IA63417,Arizona,0,Premium,High School or Below,2011-02-02,Retired,F,Suburban,Divorced,Personal,3,3,Web,Two-Door Car,Midsize,2
PK52952,Arizona,0,Basic,Doctor,2011-02-28,Employed,M,Suburban,Single,Personal,3,1,Call Center,SUV,Midsize,2
OD76309,Washington,1,Basic,College,2011-01-27,Retired,F,Suburban,Divorced,Personal,3,1,Agent,SUV,Small,1
IL28481,Oregon,0,Extended,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal,3,4,Call Center,Four-Door Car,Large,2
GY55092,Nevada,1,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal,3,2,Agent,SUV,Midsize,2
UF33451,Oregon,0,Extended,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal,3,1,Agent,SUV,Midsize,2
CF15558,California,0,Basic,Master,2011-01-30,Employed,F,Urban,Married,Personal,3,2,Call Center,Two-Door Car,Small,1
JM62924,Washington,0,Extended,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal,3,3,Branch,Four-Door Car,Midsize,2
EM66435,Oregon,0,Basic,Bachelor,2011-02-06,Employed,F,Rural,Divorced,Corporate,3,1,Agent,Four-Door Car,Midsize,2
JI71369,California,0,Basic,College,2011-02-22,Employed,F,Rural,Married,Personal,1,1,Web,Four-Door Car,Midsize,2
GU66096,Arizona,0,Basic,High School or Below,2011-02-02,Employed,M,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Midsize,2
UC33108,California,0,Extended,Bachelor,2011-02-22,Employed,M,Suburban,Married,Personal,1,1,Agent,Four-Door Car,Small,2
LW93867,Oregon,0,Basic,College,2011-01-03,Medical Leave,M,Rural,Married,Corporate,1,1,Web,Four-Door Car,Midsize,1
XW90265,Arizona,0,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Personal,2,1,Agent,Two-Door Car,Small,2
HS67749,California,0,Extended,College,2011-01-11,Employed,M,Rural,Married,Corporate,1,4,Agent,Four-Door Car,Midsize,1
VZ51506,Arizona,0,Basic,High School or Below,2011-01-21,Unemployed,F,Suburban,Single,Corporate,3,2,Call Center,Sports Car,Midsize,1
AE98193,Washington,0,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal,1,1,Branch,SUV,Midsize,1
AZ74055,Oregon,0,Premium,High School or Below,2011-02-23,Employed,M,Suburban,Married,Personal,3,4,Call Center,Four-Door Car,Midsize,2
XS76911,Arizona,0,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Personal,3,1,Agent,Sports Car,Small,2
AY40674,Washington,0,Extended,Bachelor,2011-02-06,Employed,F,Suburban,Married,Personal,2,2,Agent,SUV,Midsize,2
NA12740,Oregon,0,Basic,Master,2011-02-10,Disabled,M,Rural,Married,Special,3,1,Web,Two-Door Car,Midsize,2
UA84837,Arizona,0,Premium,College,2011-01-02,Employed,M,Suburban,Divorced,Corporate,2,1,Branch,Four-Door Car,Midsize,1
DJ51510,Arizona,0,Premium,High School or Below,2011-02-10,Employed,F,Rural,Married,Personal,3,3,Agent,Four-Door Car,Midsize,2
OH60605,Oregon,0,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Married,Personal,3,2,Branch,Two-Door Car,Midsize,2
UO98052,Nevada,0,Extended,College,2011-01-07,Unemployed,M,Urban,Single,Personal,2,1,Web,Four-Door Car,Midsize,1
NC53424,California,0,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Personal,2,4,Web,Two-Door Car,Midsize,1
LQ13873,Nevada,0,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Small,2
LA97014,Washington,0,Basic,Bachelor,2011-02-24,Employed,M,Suburban,Married,Personal,1,1,Agent,Two-Door Car,Midsize,2
NB79936,Washington,0,Premium,Bachelor,2011-02-02,Employed,M,Rural,Single,Personal,2,1,Branch,Two-Door Car,Midsize,2
NT89061,Arizona,0,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal,3,2,Call Center,Four-Door Car,Midsize,1
AF10970,Arizona,0,Basic,Bachelor,2011-02-28,Employed,F,Suburban,Married,Corporate,3,1,Call Center,Four-Door Car,Midsize,2
ZG48513,California,0,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,2
JQ59145,California,0,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Personal,1,1,Agent,Sports Car,Midsize,2
FE84989,Washington,0,Basic,College,2011-01-09,Employed,M,Urban,Married,Personal,2,2,Call Center,Four-Door Car,Large,1
JT52858,Oregon,0,Premium,Bachelor,2011-01-10,Employed,F,Suburban,Married,Personal,1,3,Branch,Four-Door Car,Midsize,1
MC62068,California,0,Extended,High School or Below,2011-01-08,Employed,M,Urban,Married,Personal,2,4,Agent,Four-Door Car,Large,1
RH42306,Arizona,0,Basic,Bachelor,2011-01-27,Unemployed,F,Suburban,Single,Corporate,2,3,Web,Four-Door Car,Small,1
US23612,Oregon,0,Premium,High School or Below,2011-01-12,Disabled,F,Rural,Married,Personal,2,1,Call Center,Two-Door Car,Large,1
WV76014,Arizona,0,Basic,Doctor,2011-01-16,Employed,M,Rural,Single,Special,2,2,Branch,Four-Door Car,Midsize,1
RK96223,California,0,Basic,College,2011-01-22,Employed,M,Suburban,Married,Personal,3,1,Agent,SUV,Midsize,1
MF82000,Washington,0,Basic,Bachelor,2011-01-13,Unemployed,F,Rural,Married,Special,2,2,Branch,Four-Door Car,Midsize,1
FM46980,Arizona,0,Basic,College,2011-02-11,Employed,M,Suburban,Married,Personal,1,2,Branch,Four-Door Car,Small,2
SY56792,Oregon,0,Premium,High School or Below,2011-01-04,Unemployed,M,Suburban,Divorced,Corporate,3,3,Web,Four-Door Car,Midsize,1
RF61565,California,0,Basic,College,2011-01-29,Employed,M,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,1
IM94808,Nevada,0,Basic,Bachelor,2011-02-28,Employed,M,Rural,Married,Corporate,3,4,Web,Four-Door Car,Midsize,2
VI14730,Oregon,1,Basic,High School or Below,2011-02-04,Retired,M,Suburban,Married,Personal,2,1,Web,Sports Car,Midsize,2
RR77985,Oregon,0,Extended,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Personal,1,1,Call Center,Four-Door Car,Midsize,1
VC22097,Washington,1,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Corporate,3,1,Agent,SUV,Midsize,2
TM23514,Oregon,0,Extended,College,2011-01-01,Employed,M,Urban,Single,Personal,3,3,Web,SUV,Midsize,1
MQ68407,Oregon,1,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal,3,2,Agent,Four-Door Car,Midsize,2
GJ59592,California,1,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Corporate,2,2,Call Center,Four-Door Car,Small,1
FY56083,Oregon,0,Basic,Bachelor,2011-02-13,Employed,M,Rural,Married,Personal,2,1,Agent,Four-Door Car,Small,2
UA94723,Oregon,1,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal,3,1,Agent,SUV,Midsize,1
FW91032,California,0,Basic,High School or Below,2011-02-13,Employed,M,Rural,Married,Corporate,2,4,Agent,Four-Door Car,Midsize,2
DE34457,Oregon,0,Basic,Doctor,2011-01-22,Employed,F,Urban,Married,Personal,3,3,Call Center,SUV,Small,1
HD32044,Oregon,0,Premium,Master,2011-01-25,Employed,F,Suburban,Divorced,Corporate,3,1,Branch,Four-Door Car,Midsize,1
AH84063,Oregon,0,Extended,College,2011-02-18,Employed,F,Rural,Married,Corporate,3,3,Call Center,SUV,Midsize,2
QA17596,California,0,Extended,Bachelor,2011-01-03,Employed,F,Suburban,Married,Personal,3,2,Agent,Two-Door Car,Small,1
XI41052,California,0,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Single,Personal,2,3,Call Center,SUV,Midsize,1
DI30528,California,1,Basic,Master,2011-01-03,Employed,F,Rural,Married,Personal,3,2,Web,Four-Door Car,Large,1
SC66359,Arizona,0,Basic,College,2011-02-21,Employed,F,Rural,Married,Corporate,3,4,Agent,SUV,Small,2
EN61670,Arizona,1,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Personal,1,2,Branch,Four-Door Car,Midsize,2
DQ10761,Oregon,0,Basic,Bachelor,2011-01-09,Unemployed,M,Suburban,Single,Corporate,3,1,Branch,Four-Door Car,Midsize,1
BQ51587,California,0,Basic,College,2011-02-07,Unemployed,F,Suburban,Single,Personal,2,2,Call Center,Four-Door Car,Midsize,2
JE21522,California,0,Extended,Bachelor,2011-02-26,Employed,M,Suburban,Married,Personal,2,4,Branch,Four-Door Car,Midsize,2
ZA64638,Nevada,0,Extended,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal,2,2,Web,Four-Door Car,Small,2
EW38459,Nevada,0,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Corporate,1,2,Web,Four-Door Car,Midsize,2
QW87316,Oregon,0,Basic,College,2011-01-20,Employed,F,Urban,Divorced,Personal,2,2,Agent,Four-Door Car,Midsize,1
IC43478,California,0,Extended,Bachelor,2011-01-22,Employed,M,Suburban,Single,Personal,1,1,Call Center,Two-Door Car,Midsize,1
TE34064,California,0,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Personal,3,2,Agent,Four-Door Car,Midsize,1
WU60905,California,0,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Married,Corporate,1,3,Web,SUV,Midsize,2
YM18992,California,0,Basic,College,2011-02-02,Employed,F,Suburban,Divorced,Personal,1,1,Agent,Two-Door Car,Midsize,2
PD55753,Oregon,0,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal,1,4,Call Center,Four-Door Car,Midsize,2
KU56006,Arizona,0,Basic,College,2011-01-07,Employed,F,Suburban,Married,Personal,2,1,Call Center,Four-Door Car,Small,1
MJ69973,Arizona,0,Basic,High School or Below,2011-02-27,Unemployed,M,Suburban,Married,Personal,3,1,Call Center,Two-Door Car,Midsize,2
TW43626,California,0,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Large,1
XX84133,California,0,Basic,Bachelor,2011-02-04,Employed,M,Rural,Married,Corporate,2,4,Call Center,Four-Door Car,Midsize,2
ZW84453,Arizona,0,Basic,Bachelor,2011-01-08,Unemployed,F,Rural,Married,Personal,2,1,Web,Four-Door Car,Midsize,1
HO29524,California,0,Extended,College,2011-02-04,Employed,M,Rural,Married,Personal,1,4,Branch,Two-Door Car,Midsize,2
VE89726,California,0,Basic,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal,1,3,Branch,SUV,Midsize,1
PX90263,Oregon,0,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,2
NI17718,California,0,Basic,High School or Below,2011-02-09,Unemployed,F,Suburban,Single,Personal,3,2,Web,Four-Door Car,Midsize,2
FY32213,California,1,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal,3,2,Call Center,Four-Door Car,Midsize,2
RZ13254,Nevada,0,Basic,Bachelor,2011-01-15,Unemployed,F,Suburban,Single,Personal,1,2,Branch,Four-Door Car,Large,1
GN45013,Oregon,0,Basic,High School or Below,2011-02-06,Medical Leave,M,Suburban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,2
UB16654,Washington,0,Basic,Master,2011-02-27,Disabled,M,Urban,Divorced,Personal,3,4,Web,Four-Door Car,Midsize,2
KU84464,Nevada,0,Extended,Bachelor,2011-01-17,Employed,F,Rural,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,1
YH43527,Oregon,0,Extended,College,2011-01-07,Employed,F,Suburban,Married,Corporate,2,4,Agent,Four-Door Car,Midsize,1
RO30676,California,0,Premium,College,2011-01-03,Disabled,F,Rural,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1
QH19450,California,0,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Single,Corporate,3,1,Call Center,Four-Door Car,Small,1
HR85211,Washington,0,Basic,Master,2011-01-14,Employed,F,Rural,Married,Personal,3,2,Web,Two-Door Car,Midsize,1
UV54502,Washington,0,Basic,High School or Below,2011-02-20,Unemployed,F,Suburban,Married,Personal,3,4,Branch,Four-Door Car,Large,2
WB38524,California,0,Basic,High School or Below,2011-01-01,Employed,M,Suburban,Married,Personal,3,2,Branch,Two-Door Car,Small,1
CE56187,Oregon,0,Basic,Master,2011-01-10,Employed,F,Urban,Divorced,Personal,2,2,Branch,SUV,Midsize,1
JL19416,California,0,Premium,High School or Below,2011-01-27,Unemployed,F,Suburban,Single,Personal,3,1,Agent,SUV,Midsize,1
JZ61422,Nevada,0,Basic,College,2011-02-07,Employed,F,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,2
LA13377,California,0,Basic,Doctor,2011-01-25,Employed,M,Suburban,Married,Personal,3,4,Call Center,Four-Door Car,Small,1
NC99948,Nevada,0,Basic,College,2011-02-11,Unemployed,M,Suburban,Single,Personal,1,3,Call Center,Four-Door Car,Midsize,2
QD34785,Arizona,1,Extended,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Personal,1,2,Agent,Four-Door Car,Small,1
RO26085,California,0,Basic,Bachelor,2011-02-04,Unemployed,F,Suburban,Single,Personal,2,2,Agent,Sports Car,Large,2
ES57969,Oregon,1,Basic,Bachelor,2011-02-09,Medical Leave,M,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,2
JK55587,California,0,Basic,High School or Below,2011-02-20,Medical Leave,M,Suburban,Married,Special,3,1,Branch,Four-Door Car,Large,2
RN97635,Arizona,0,Extended,Bachelor,2011-02-04,Employed,M,Suburban,Divorced,Corporate,2,1,Call Center,Four-Door Car,Small,2
BI76326,California,0,Premium,College,2011-01-08,Employed,F,Urban,Single,Personal,3,2,Call Center,SUV,Small,1
JA34909,California,1,Basic,College,2011-02-02,Medical Leave,F,Suburban,Married,Corporate,3,2,Call Center,Four-Door Car,Midsize,2
OJ90342,Oregon,0,Basic,Bachelor,2011-02-07,Employed,F,Rural,Married,Personal,3,2,Web,Four-Door Car,Midsize,2
CM88932,Oregon,1,Extended,Master,2011-01-10,Employed,F,Rural,Married,Corporate,2,1,Branch,Four-Door Car,Large,1
JJ97525,California,1,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Married,Personal,1,2,Call Center,Two-Door Car,Midsize,1
XV21647,California,0,Basic,High School or Below,2011-02-01,Unemployed,F,Suburban,Single,Personal,1,1,Branch,Sports Car,Midsize,2
MC83487,Arizona,0,Basic,Bachelor,2011-01-28,Disabled,M,Suburban,Single,Corporate,3,1,Agent,Four-Door Car,Midsize,1
CR57148,Oregon,0,Basic,Master,2011-02-03,Employed,F,Rural,Married,Personal,3,2,Branch,Two-Door Car,Midsize,2
YL74732,California,0,Basic,High School or Below,2011-02-14,Disabled,F,Suburban,Married,Personal,2,4,Web,SUV,Midsize,2
FG16766,California,0,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Married,Personal,2,4,Branch,SUV,Midsize,1
NV55438,Nevada,0,Basic,High School or Below,2011-02-23,Retired,F,Suburban,Single,Personal,3,2,Agent,Two-Door Car,Midsize,2
RM10880,California,1,Extended,College,2011-02-12,Employed,F,Suburban,Divorced,Corporate,3,1,Branch,Four-Door Car,Midsize,2
GL56175,Arizona,0,Extended,College,2011-01-05,Employed,M,Urban,Married,Personal,1,2,Call Center,Four-Door Car,Midsize,1
UK52289,Arizona,1,Basic,Bachelor,2011-02-14,Employed,F,Urban,Married,Special,3,2,Agent,Four-Door Car,Midsize,2
LL45497,Washington,0,Basic,College,2011-02-02,Employed,F,Suburban,Married,Personal,2,2,Web,Two-Door Car,Midsize,2
BC62782,Arizona,0,Basic,College,2011-01-23,Employed,F,Suburban,Married,Personal,3,4,Call Center,SUV,Small,1
YM57893,Washington,0,Premium,Doctor,2011-01-05,Employed,M,Suburban,Married,Personal,2,1,Call Center,Two-Door Car,Small,1
RA66180,Washington,0,Basic,High School or Below,2011-01-10,Employed,F,Urban,Married,Corporate,2,1,Branch,Two-Door Car,Midsize,1
EN60878,Oregon,0,Extended,Bachelor,2011-02-13,Disabled,M,Urban,Single,Personal,2,1,Branch,Four-Door Car,Midsize,2
JF36291,California,1,Basic,College,2011-01-20,Retired,M,Suburban,Married,Personal,3,2,Agent,Sports Car,Midsize,1
MK70700,California,0,Basic,Master,2011-01-07,Employed,M,Urban,Married,Personal,1,2,Branch,Four-Door Car,Midsize,1
IW71076,California,0,Basic,Bachelor,2011-02-27,Employed,M,Rural,Married,Corporate,3,2,Agent,Four-Door Car,Large,2
AP98768,California,0,Extended,College,2011-01-08,Unemployed,F,Suburban,Single,Personal,1,1,Agent,Four-Door Car,Small,1
OM24164,Nevada,0,Basic,Bachelor,2011-01-06,Unemployed,M,Suburban,Single,Personal,2,1,Agent,Two-Door Car,Midsize,1
QP84605,Washington,0,Premium,Bachelor,2011-02-03,Employed,F,Rural,Divorced,Corporate,1,1,Call Center,Four-Door Car,Midsize,2
VC87846,Oregon,0,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Divorced,Corporate,3,3,Agent,Four-Door Car,Midsize,1
ZM92052,Oregon,0,Basic,Bachelor,2011-02-23,Employed,M,Rural,Single,Personal,2,3,Agent,Two-Door Car,Small,2
ON73702,Arizona,0,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Corporate,3,1,Agent,SUV,Small,1
QQ90441,Nevada,1,Premium,High School or Below,2011-02-01,Employed,F,Suburban,Single,Personal,1,1,Agent,Four-Door Car,Midsize,2
HU35721,Oregon,0,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Divorced,Personal,3,4,Agent,Four-Door Car,Midsize,2
XH85336,Washington,1,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,1
ZH17561,Washington,0,Extended,Bachelor,2011-01-24,Medical Leave,F,Suburban,Divorced,Corporate,2,1,Branch,SUV,Midsize,1
OY74069,Arizona,0,Basic,College,2011-01-15,Unemployed,F,Suburban,Single,Personal,2,4,Call Center,Four-Door Car,Midsize,1
TR67616,Oregon,0,Basic,High School or Below,2011-01-14,Employed,M,Rural,Single,Corporate,3,2,Web,Four-Door Car,Midsize,1
VV77534,Oregon,0,Premium,College,2011-01-26,Employed,M,Urban,Married,Personal,3,3,Call Center,SUV,Midsize,1
GL67540,California,0,Basic,College,2011-01-15,Employed,F,Urban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1
SV50502,Oregon,0,Basic,Master,2011-01-22,Employed,F,Suburban,Married,Corporate,2,4,Branch,Four-Door Car,Midsize,1
UK59698,California,0,Basic,High School or Below,2011-02-09,Unemployed,F,Suburban,Divorced,Personal,3,3,Branch,Two-Door Car,Midsize,2
OA57352,Arizona,1,Extended,College,2011-02-16,Retired,F,Suburban,Divorced,Personal,2,1,Branch,Four-Door Car,Midsize,2
ZF84449,Oregon,0,Basic,College,2011-02-26,Unemployed,F,Suburban,Single,Special,1,1,Agent,Sports Car,Midsize,2
VH31965,Washington,0,Basic,Bachelor,2011-01-24,Employed,M,Suburban,Married,Personal,1,1,Call Center,Four-Door Car,Midsize,1
HG39060,Oregon,0,Basic,Bachelor,2011-01-28,Unemployed,M,Suburban,Single,Corporate,2,1,Call Center,Four-Door Car,Midsize,1
EM29359,Nevada,0,Basic,College,2011-02-03,Medical Leave,M,Suburban,Married,Personal,1,2,Web,Luxury Car,Large,2
SF57173,Oregon,0,Basic,Master,2011-01-27,Employed,M,Suburban,Married,Personal,3,4,Agent,SUV,Midsize,1
